name,nickname,country_code,age,height,average,global_position,value,wage,best_foot,weak_foot_5stars,heading,jump,long_pass,short_pass,dribbling,acceleration,speed,shot_power,long_shot,stamina,defense,interception,team_id_fk,game
Franck Boya,F. Boya,cm,22,193,67,Defensa,975000.0,4000.0,Diestro,4,63,68,64,66,56,63,68,78,58,73,192,59,439,fifa19
Nordin Gerzić,N. Gerzić,se,34,175,67,Centrocampista,375000.0,3000.0,Diestro,2,34,64,72,70,67,58,41,57,61,65,166,60,584,fifa19
Felipe Melvin Azevedo Lima,Fepe Avedo,br,30,184,67,Portero,500000.0,4000.0,Diestro,3,20,67,15,18,22,54,35,15,18,37,41,24,198,fifa19
Aslak Fonn Witry,A. Witry,no,22,178,67,Defensa,875000.0,2000.0,Diestro,2,50,64,59,60,65,77,76,61,56,79,193,65,363,fifa19
Myles Kenlock,M. Kenlock,gb-eng,21,185,67,Defensa,1100000.0,3000.0,Zurdo,3,64,84,60,61,69,76,77,39,29,71,205,62,428,fifa19
Mateus Bernardo Tangil Melo,Mateus Tangil,br,30,189,67,Portero,500000.0,5000.0,Diestro,3,15,46,13,14,19,46,60,22,15,45,39,30,114,fifa19
Lucas Cháves,L. Cháves,ar,22,179,67,Portero,750000.0,3000.0,Diestro,2,17,58,31,26,17,49,42,17,15,43,54,25,314,fifa19
Frederik Holst,F. Holst,dk,23,175,67,Defensa,775000.0,2000.0,Diestro,3,56,56,68,69,62,83,80,55,53,80,185,60,533,fifa19
Iñaki Astiz Ventura,Iñaki Astiz,es,34,184,67,Defensa,230000.0,4000.0,Diestro,3,70,72,52,54,28,50,53,34,21,45,190,74,284,fifa19
Takahiro Kunimoto,T. Kunimoto,jp,20,174,67,Centrocampista,1200000.0,3000.0,Zurdo,3,46,70,70,72,71,83,76,67,58,65,123,47,466,fifa19
Rodrigo López,R. López,us,31,172,67,Centrocampista,650000.0,4000.0,Diestro,3,50,46,73,74,67,67,69,60,50,57,116,55,401,fifa19
Yasuyuki Konno,Y. Konno,jp,35,178,67,Centrocampista,180000.0,2000.0,Diestro,3,70,68,69,75,46,30,33,46,59,60,199,67,521,fifa19
Pietro Pellegri,P. Pellegri,it,17,188,67,Delantero,1500000.0,10000.0,Diestro,3,59,62,50,61,68,64,74,64,57,59,46,18,36,fifa19
Faneva Andriatsima,F. Andriatsima,mg,34,184,67,Delantero,400000.0,3000.0,Diestro,4,67,70,54,59,57,46,58,68,63,62,59,42,467,fifa19
Nicolai Poulsen,N. Poulsen,dk,24,176,67,Centrocampista,950000.0,5000.0,Diestro,3,53,60,67,69,64,61,54,53,43,84,195,68,514,fifa19
Abdoul Ba,A. Ba,mr,24,203,67,Defensa,825000.0,3000.0,Zurdo,2,71,32,34,59,36,45,53,41,28,65,197,62,462,fifa19
Lorenco Šimić,L. Šimić,hr,21,195,67,Defensa,975000.0,4000.0,Diestro,2,72,70,43,52,39,52,51,47,24,54,206,62,72,fifa19
Mathieu Baudry,M. Baudry,fr,30,188,67,Defensa,575000.0,6000.0,Diestro,3,72,69,57,61,60,65,50,43,29,64,199,66,589,fifa19
Diego Mendoza,D. Mendoza,ar,25,186,67,Delantero,975000.0,6000.0,Diestro,3,69,67,55,62,64,53,70,71,70,65,78,33,376,fifa19
José Antonio Caro Díaz,Caro,es,24,194,67,Portero,750000.0,2000.0,Diestro,2,23,61,34,26,17,34,36,46,19,41,47,21,245,fifa19
Ryuta Koike,R. Koike,jp,22,169,67,Defensa,800000.0,4000.0,Diestro,3,37,69,54,64,64,90,86,37,26,84,183,62,375,fifa19
Marco Friedl,M. Friedl,at,20,187,67,Defensa,1200000.0,6000.0,Zurdo,2,61,66,52,59,66,68,65,36,41,67,208,67,38,fifa19
Cristian Rivero Sabater,Cristian Rivero,es,20,188,67,Portero,950000.0,5000.0,Diestro,3,10,65,23,22,8,25,29,16,8,23,35,15,20,fifa19
Alon Turgeman,A. Turgeman,il,27,178,67,Delantero,825000.0,7000.0,Diestro,3,64,64,30,50,64,71,77,68,59,80,67,14,372,fifa19
Viktor Lundberg,V. Lundberg,se,27,187,67,Delantero,825000.0,3000.0,Diestro,3,66,62,57,62,66,63,57,72,65,78,100,31,384,fifa19
Giammario Piscitella,G. Piscitella,it,25,181,67,Centrocampista,900000.0,2000.0,Diestro,3,49,53,59,61,70,79,79,60,58,70,137,38,435,fifa19
Matthew Palmer,M. Palmer,gb-eng,23,179,67,Centrocampista,1000000.0,10000.0,Diestro,3,50,69,66,69,65,71,69,62,63,73,182,64,440,fifa19
Micheal Azira,M. Azira,ug,30,178,67,Centrocampista,575000.0,3000.0,Diestro,3,52,66,64,70,62,59,54,65,51,76,188,68,82,fifa19
Filipe Vicente Traeira Lopes,Traeira Lopes,br,26,192,67,Portero,525000.0,4000.0,Zurdo,1,9,67,22,23,8,38,37,23,8,39,39,36,227,fifa19
Christian Grindheim,C. Grindheim,no,34,179,67,Centrocampista,375000.0,2000.0,Diestro,4,63,61,69,72,64,40,37,70,65,62,167,66,594,fifa19
Manuel Cabit,M. Cabit,fr,25,180,67,Defensa,800000.0,3000.0,Zurdo,3,62,73,59,64,62,72,75,40,40,72,195,64,485,fifa19
Franco Bechtholdt,F. Bechtholdt,ar,24,178,67,Defensa,825000.0,2000.0,Diestro,2,70,65,54,67,58,56,56,53,49,73,202,63,513,fifa19
Matej Delač,M. Delač,hr,25,190,67,Portero,625000.0,3000.0,Diestro,2,13,58,25,18,15,30,33,20,14,28,45,13,592,fifa19
Wilson Kamavuaka,W. Kamavuaka,cd,28,188,67,Centrocampista,625000.0,7000.0,Diestro,4,67,70,58,63,54,66,65,65,46,75,209,66,338,fifa19
Dion Malone,D. Malone,sr,29,185,67,Centrocampista,600000.0,4000.0,Diestro,3,62,72,59,67,61,41,67,68,56,72,203,62,258,fifa19
Ángel Bastos Teijeira,Bastos,es,26,170,67,Defensa,725000.0,3000.0,Diestro,3,59,68,51,57,63,73,73,49,41,76,192,66,497,fifa19
Stevie May,S. May,gb-sct,25,178,67,Delantero,975000.0,4000.0,Diestro,3,65,85,54,62,65,69,73,65,63,82,69,29,317,fifa19
Miguel Flaño Bezunartea,Miguel Flaño,es,33,177,67,Defensa,300000.0,4000.0,Diestro,3,64,92,57,63,43,54,65,52,45,71,189,64,458,fifa19
Romain Gall,R. Gall,us,23,176,67,Centrocampista,1100000.0,3000.0,Diestro,5,38,75,53,63,70,87,78,77,67,69,109,48,319,fifa19
Aaron Seydel,A. Seydel,de,22,199,67,Delantero,1100000.0,5000.0,Zurdo,4,72,67,35,58,68,67,69,66,56,63,75,19,397,fifa19
Abdulkadir Parmak,A. Parmak,tr,23,176,67,Centrocampista,925000.0,8000.0,Diestro,3,58,47,66,67,71,74,77,70,70,68,193,66,225,fifa19
Welliton Edson Helmes Junqueira,Welliton Helmes,br,30,172,67,Centrocampista,725000.0,9000.0,Diestro,3,40,54,51,66,72,76,72,62,63,64,85,31,113,fifa19
Eros Grezda,E. Grezda,al,23,182,67,Delantero,1000000.0,15000.0,Diestro,3,42,50,58,63,72,90,87,61,49,61,84,36,205,fifa19
Sebastian Mielitz,S. Mielitz,de,28,188,67,Portero,625000.0,4000.0,Diestro,4,19,67,25,24,15,43,41,20,13,30,51,18,538,fifa19
Muhannad Asiri,M. Asiri,sa,31,186,67,Delantero,675000.0,15000.0,Diestro,3,72,83,53,59,61,66,61,66,61,61,44,28,127,fifa19
Mikey Devlin,M. Devlin,gb-sct,24,188,67,Defensa,925000.0,3000.0,Diestro,3,70,76,33,42,34,45,47,41,24,72,203,59,317,fifa19
Mickaël Alphonse,M. Alphonse,fr,28,182,67,Defensa,600000.0,5000.0,Diestro,3,60,84,59,64,61,78,79,55,55,73,194,65,224,fifa19
André Calisir,A. Calisir,am,28,180,67,Defensa,625000.0,2000.0,Diestro,3,58,78,60,63,51,61,60,44,27,68,203,62,511,fifa19
Rory McKenzie,R. McKenzie,gb-sct,24,175,67,Centrocampista,975000.0,3000.0,Diestro,3,60,77,61,66,64,82,86,51,54,75,78,41,451,fifa19
Dominic Iorfa,D. Iorfa,gb-eng,23,193,67,Defensa,800000.0,8000.0,Diestro,2,60,48,60,62,62,83,88,47,26,69,191,64,377,fifa19
Lorenzo Valerio Rosseti,L. Rosseti,it,23,182,67,Delantero,1000000.0,2000.0,Diestro,3,67,77,45,61,63,64,70,67,56,72,78,26,312,fifa19
Florian Flecker,F. Flecker,at,22,173,67,Centrocampista,1000000.0,3000.0,Diestro,3,38,75,53,59,69,81,86,62,51,76,111,27,595,fifa19
Kyogo Furuhashi,K. Furuhashi,jp,23,170,67,Delantero,1000000.0,4000.0,Diestro,3,39,67,60,70,66,76,77,58,57,72,69,26,56,fifa19
Luis Ibáñez,L. Ibáñez,ar,29,170,67,Defensa,575000.0,10000.0,Zurdo,2,55,74,67,65,73,78,78,83,75,67,192,63,225,fifa19
Sam Baldock,S. Baldock,gb-eng,29,170,67,Delantero,750000.0,15000.0,Diestro,4,58,73,37,56,65,76,74,64,66,79,97,35,302,fifa19
Farid El Mellali,F. El Mellali,dz,21,168,67,Delantero,1100000.0,7000.0,Diestro,3,41,41,55,64,81,73,74,55,45,45,94,18,140,fifa19
Lebohang Maboe,L. Maboe,za,23,172,67,Delantero,0,0,Diestro,3,55,59,61,66,76,77,80,74,60,56,118,34,,fifa19
Adrián Calello,A. Calello,ar,31,178,67,Centrocampista,525000.0,5000.0,Diestro,3,47,51,61,69,60,55,48,48,51,84,205,62,156,fifa19
Bruno Andrade Toledo Nascimento,Bruno Nascimento,br,27,188,67,Defensa,750000.0,4000.0,Diestro,2,60,80,52,60,52,60,63,42,21,66,197,63,400,fifa19
Josh Sims,J. Sims,gb-eng,21,168,67,Delantero,1200000.0,3000.0,Diestro,4,42,34,57,66,73,84,78,64,53,60,100,20,206,fifa19
Sam Nicholson,S. Nicholson,gb-sct,23,175,67,Centrocampista,1000000.0,3000.0,Zurdo,4,55,59,53,61,70,90,83,63,57,65,140,34,329,fifa19
Brandon Borrello,B. Borrello,au,22,178,67,Centrocampista,1000000.0,7000.0,Diestro,4,39,57,37,60,69,82,85,70,67,66,56,21,145,fifa19
Jack Hendry,J. Hendry,gb-sct,23,192,67,Defensa,925000.0,15000.0,Diestro,2,65,75,54,64,61,70,72,50,35,71,197,61,178,fifa19
Omar Albornoz,O. Albornoz,co,22,183,67,Defensa,1000000.0,2000.0,Zurdo,2,58,71,47,64,55,72,80,22,31,82,189,62,382,fifa19
Mamadou Thiam,M. Thiam,sn,23,180,67,Centrocampista,1000000.0,4000.0,Diestro,4,59,64,51,62,70,72,75,73,62,73,138,50,516,fifa19
Jarosław Fojut,J. Fojut,pl,30,188,67,Defensa,575000.0,3000.0,Diestro,4,69,75,55,53,28,46,53,66,51,55,190,72,505,fifa19
Braydon Manu,B. Manu,de,21,168,67,Centrocampista,1200000.0,2000.0,Diestro,4,42,82,50,59,74,93,93,62,50,73,101,33,574,fifa19
Lakdar Boussaha,L. Boussaha,fr,30,178,67,Delantero,725000.0,3000.0,Diestro,3,66,71,50,51,66,80,84,73,70,78,68,24,480,fifa19
Felipe Patavino Saad,Felipe Saad,br,34,187,67,Defensa,230000.0,4000.0,Zurdo,3,67,59,39,40,41,51,63,70,59,56,203,66,378,fifa19
Anssi Jaakkola,A. Jaakkola,fi,31,193,67,Portero,475000.0,9000.0,Diestro,1,10,74,34,34,11,58,59,26,14,19,40,30,302,fifa19
Gerard Badía Cortés,Gerard Badía,es,28,175,67,Centrocampista,775000.0,4000.0,Zurdo,3,38,74,64,65,65,73,77,62,65,65,92,27,472,fifa19
Kasper Pedersen,K. Pedersen,dk,25,185,67,Defensa,850000.0,5000.0,Diestro,3,67,75,51,61,43,65,55,50,33,72,199,62,418,fifa19
Andrés Lioi,A. Lioi,ar,21,174,67,Centrocampista,1400000.0,5000.0,Diestro,3,45,54,58,67,71,71,70,61,43,74,156,60,255,fifa19
Daryl van Mieghem,D. van Mieghem,nl,28,170,67,Centrocampista,775000.0,4000.0,Zurdo,2,47,53,60,64,64,85,90,61,61,66,71,25,537,fifa19
Wout Droste,W. Droste,nl,29,180,67,Defensa,575000.0,3000.0,Diestro,2,66,84,67,61,62,70,68,38,23,76,199,67,301,fifa19
Ali Messaoud,A. Messaoud,ma,27,185,67,Centrocampista,800000.0,3000.0,Diestro,4,39,42,60,67,68,60,58,59,62,66,75,34,406,fifa19
Cristian Ceballos Prieto,Cristian Ceballos,es,25,177,67,Centrocampista,925000.0,5000.0,Zurdo,4,54,74,64,65,70,75,74,70,67,57,70,21,354,fifa19
Johanna Omolo,J. Omolo,ke,28,179,67,Centrocampista,625000.0,5000.0,Diestro,3,67,65,66,65,61,65,67,68,51,80,194,63,380,fifa19
Luis Silva,L. Silva,us,29,182,67,Delantero,750000.0,4000.0,Diestro,3,59,63,59,68,66,58,68,73,68,68,145,52,146,fifa19
Jeppe Højbjerg,J. Højbjerg,dk,23,194,67,Portero,850000.0,3000.0,Zurdo,2,15,57,34,36,16,48,49,25,18,28,52,18,566,fifa19
Louis Samson,L. Samson,de,22,190,67,Centrocampista,975000.0,3000.0,Diestro,3,62,42,62,67,64,54,75,40,44,72,201,67,456,fifa19
Fred Kauê Soidares Lima,Fred Soidares,br,34,190,67,Defensa,220000.0,7000.0,Zurdo,4,73,43,52,60,56,60,70,71,63,65,203,72,210,fifa19
Tyler Deric,T. Deric,us,29,191,67,Portero,525000.0,3000.0,Diestro,2,18,52,29,33,14,32,34,12,13,26,59,13,272,fifa19
Nick DeLeon,N. DeLeon,us,27,178,67,Centrocampista,800000.0,4000.0,Diestro,4,55,70,63,66,66,74,68,70,67,77,173,56,94,fifa19
Philipp Netzer,P. Netzer,at,32,188,67,Defensa,450000.0,5000.0,Zurdo,3,72,42,62,67,55,48,43,66,50,66,199,66,582,fifa19
Simon Skarlatidis,S. Skarlatidis,de,27,174,67,Centrocampista,800000.0,4000.0,Diestro,3,35,71,56,66,68,83,76,69,63,70,88,18,596,fifa19
Joshua Brillante,J. Brillante,au,25,177,67,Centrocampista,950000.0,4000.0,Diestro,3,56,76,65,68,63,68,67,61,65,87,196,68,234,fifa19
Lasse Vigen,L. Vigen,dk,23,180,67,Centrocampista,1000000.0,8000.0,Diestro,3,46,57,65,69,65,78,74,56,42,79,183,58,374,fifa19
Jone Samuelsen,J. Samuelsen,no,33,172,67,Centrocampista,450000.0,3000.0,Diestro,3,57,77,64,68,66,58,55,65,64,71,183,64,552,fifa19
Cebio Soukou,C. Soukou,bj,25,186,67,Delantero,975000.0,2000.0,Diestro,3,58,66,60,64,71,82,80,70,64,68,96,23,501,fifa19
Rico Preißinger,R. Preißinger,de,21,185,67,Centrocampista,975000.0,4000.0,Zurdo,3,61,66,64,66,62,66,66,63,58,86,181,70,461,fifa19
Francisco Gámez López,Fran Gámez,es,26,174,67,Defensa,650000.0,4000.0,Diestro,3,60,60,57,63,60,73,75,57,42,81,195,62,390,fifa19
Stefano Pettinari,S. Pettinari,it,26,185,67,Delantero,900000.0,2000.0,Diestro,4,59,87,53,61,68,74,79,65,57,77,79,13,362,fifa19
Ben Halloran,B. Halloran,au,26,184,67,Centrocampista,825000.0,2000.0,Diestro,3,44,59,50,62,67,85,85,60,59,65,100,31,410,fifa19
Bright Edomwonyi,B. Edomwonyi,ng,23,182,67,Delantero,1000000.0,6000.0,Diestro,3,63,81,39,54,71,86,90,63,58,77,76,21,372,fifa19
Rodrigo Naranjo,R. Naranjo,cl,38,192,67,Portero,50000.0,1000.0,Diestro,3,14,66,25,31,11,36,39,16,11,25,46,19,540,fifa19
Jonathan Tinhan,J. Tinhan,fr,29,177,67,Delantero,750000.0,4000.0,Diestro,3,60,72,59,54,69,72,80,67,54,62,80,50,473,fifa19
Kristoffer Barmen,K. Barmen,no,24,190,67,Centrocampista,950000.0,2000.0,Diestro,3,70,88,62,68,66,66,61,69,65,76,186,65,393,fifa19
Ricardo Nuno dos Santos,Ricardo Nunes,za,32,180,67,Defensa,425000.0,3000.0,Zurdo,2,45,70,65,59,61,79,77,68,65,83,192,65,505,fifa19
Nicolás Orellana,N. Orellana,cl,22,180,67,Delantero,1000000.0,2000.0,Zurdo,2,70,75,66,67,69,73,71,68,64,73,70,26,517,fifa19
Sheraldo Becker,S. Becker,nl,23,180,67,Delantero,1000000.0,4000.0,Diestro,3,42,70,54,60,70,91,93,72,58,72,86,31,258,fifa19
Rui Yu,Yu Rui,cn,25,185,67,Defensa,800000.0,4000.0,Diestro,3,70,72,51,52,52,57,69,41,37,69,197,67,182,fifa19
Koji Suzuki,K. Suzuki,jp,28,178,67,Delantero,800000.0,4000.0,Diestro,3,62,67,38,60,61,68,66,64,66,60,51,21,414,fifa19
Francisco Rodríguez,F. Rodríguez,co,31,186,67,Centrocampista,525000.0,1000.0,Diestro,3,72,52,70,60,44,43,51,49,35,70,199,72,469,fifa19
Anton Salétros,A. Salétros,se,22,182,67,Defensa,875000.0,3000.0,Zurdo,3,46,65,66,65,59,63,68,63,59,82,186,66,316,fifa19
Ben Whiteman,B. Whiteman,gb-eng,22,185,67,Centrocampista,975000.0,3000.0,Diestro,3,55,67,70,70,65,73,70,57,64,80,185,61,564,fifa19
Stephan Andrist,S. Andrist,ch,30,176,67,Centrocampista,725000.0,2000.0,Diestro,3,48,58,50,61,68,90,86,68,63,71,108,46,568,fifa19
Adriano Montalto,A. Montalto,it,30,186,67,Delantero,725000.0,2000.0,Zurdo,2,65,73,45,52,63,60,56,70,65,64,61,45,437,fifa19
Tom Pettersson,T. Pettersson,se,28,190,67,Defensa,700000.0,3000.0,Zurdo,2,73,50,63,62,55,53,52,63,53,71,195,58,597,fifa19
Richard Wood,R. Wood,gb-eng,32,191,67,Defensa,450000.0,10000.0,Zurdo,3,70,69,43,53,37,30,31,45,24,75,198,65,440,fifa19
Barış Atik,B. Atik,tr,23,170,67,Centrocampista,1100000.0,7000.0,Diestro,4,33,81,53,69,70,76,67,60,48,67,103,28,475,fifa19
Stephen McLaughlin,S. McLaughlin,ie,28,175,67,Centrocampista,775000.0,4000.0,Zurdo,3,55,61,63,64,66,77,77,61,59,80,73,23,598,fifa19
Srdjan Grahovac,S. Grahovac,ba,25,182,67,Centrocampista,825000.0,6000.0,Diestro,3,59,58,64,68,60,65,66,61,58,84,192,64,306,fifa19
Jonathan Sandoval,J. Sandoval,uy,31,179,67,Defensa,500000.0,5000.0,Diestro,3,69,65,58,62,62,69,73,59,49,82,199,67,314,fifa19
Luis Haquin,L. Haquin,bo,20,180,67,Defensa,900000.0,3000.0,Diestro,3,73,70,47,50,43,74,63,47,21,79,197,65,289,fifa19
Daisuke Takagi,D. Takagi,jp,22,170,67,Delantero,1000000.0,5000.0,Diestro,4,39,72,60,66,69,76,72,62,66,67,92,35,147,fifa19
Kadeem Harris,K. Harris,gb-eng,25,175,67,Centrocampista,900000.0,15000.0,Diestro,3,29,75,54,67,72,84,79,55,52,67,79,29,211,fifa19
Breno Vicente Laranjeiro Rosan,Breno Laranjeiro,br,30,181,67,Centrocampista,725000.0,8000.0,Zurdo,2,63,59,56,70,65,68,73,53,52,59,107,51,293,fifa19
Adrian Šemper,A. Šemper,hr,20,194,67,Portero,1200000.0,3000.0,Diestro,2,12,31,24,23,12,19,19,18,13,21,40,11,109,fifa19
Willer Ditta,W. Ditta,co,21,180,67,Defensa,1100000.0,2000.0,Diestro,3,66,78,57,62,46,55,59,32,20,67,183,65,191,fifa19
Rúben Daniel Fonseca Macedo,Rúben Macedo,pt,22,171,67,Delantero,1100000.0,4000.0,Diestro,3,31,70,54,63,72,75,72,70,67,65,78,20,361,fifa19
Ricardo Clark,R. Clark,us,35,178,67,Centrocampista,180000.0,2000.0,Diestro,3,67,64,60,72,60,57,65,77,62,71,191,63,187,fifa19
Jay Dasilva,J. Dasilva,gb-eng,20,170,67,Defensa,1500000.0,10000.0,Zurdo,3,45,70,38,65,69,86,79,46,38,66,193,64,344,fifa19
Marcel Bär,M. Bär,de,26,184,67,Centrocampista,825000.0,3000.0,Diestro,3,42,61,64,66,67,75,72,55,46,68,120,28,544,fifa19
Joseph Mora,J. Mora,cr,25,176,67,Defensa,800000.0,3000.0,Zurdo,2,51,67,49,61,64,78,78,59,42,71,199,62,108,fifa19
Tyronne Gustavo Del Pino Ramos,Tyronne,es,27,180,67,Centrocampista,800000.0,4000.0,Zurdo,3,51,68,55,66,70,75,66,54,55,60,135,49,353,fifa19
Loïc Puyo,L. Puyo,fr,29,182,67,Delantero,750000.0,9000.0,Zurdo,3,58,60,69,70,69,63,62,55,56,80,168,45,140,fifa19
Josh Vela,J. Vela,gb-eng,24,185,67,Centrocampista,1000000.0,4000.0,Diestro,3,48,65,65,69,64,66,68,50,58,82,194,52,493,fifa19
Mauricio Zenteno,M. Zenteno,cl,34,173,67,Defensa,230000.0,2000.0,Diestro,3,70,80,58,64,56,51,55,48,47,53,205,61,540,fifa19
Alharbi El Jadeyaoui,A. El Jadeyaoui,ma,31,177,67,Centrocampista,675000.0,3000.0,Zurdo,4,48,49,58,66,66,77,90,62,56,63,113,40,480,fifa19
André Filipe M. Ribeiro Ferreira,André Ferreira,pt,22,190,67,Portero,850000.0,3000.0,Diestro,2,12,71,23,24,18,38,39,20,17,33,44,19,336,fifa19
Alexis Ribera,A. Ribera,bo,22,174,67,Centrocampista,0,0,Diestro,3,55,61,67,65,70,73,71,69,63,76,114,45,,fifa19
Matías Donoso,M. Donoso,cl,31,186,67,Delantero,675000.0,2000.0,Diestro,3,75,76,29,52,55,32,49,72,61,78,70,21,540,fifa19
Luca Zander,L. Zander,de,22,183,67,Defensa,875000.0,5000.0,Diestro,3,57,69,53,62,57,74,78,46,32,75,198,59,313,fifa19
Jonathan Levi,J. Levi,se,22,185,67,Delantero,1000000.0,3000.0,Zurdo,3,48,53,54,59,69,77,78,66,69,65,100,15,533,fifa19
Diego Capel Trinidad,Diego Capel,es,30,173,67,Centrocampista,725000.0,3000.0,Zurdo,2,60,52,59,64,72,73,70,63,60,49,97,45,497,fifa19
Ubong Ekpai,U. Ekpai,ng,22,176,67,Centrocampista,1100000.0,500,Diestro,3,55,50,54,61,70,80,80,66,56,63,63,20,299,fifa19
Zlatko Dedič,Z. Dedič,si,33,183,67,Delantero,475000.0,6000.0,Diestro,4,57,68,54,60,65,75,69,73,67,70,94,33,573,fifa19
Stevie Mallan,S. Mallan,gb-sct,22,178,67,Centrocampista,1200000.0,3000.0,Diestro,3,54,69,69,65,70,67,68,72,73,68,173,56,460,fifa19
Sergio Akieme Rodríguez,Akieme,es,20,175,67,Defensa,850000.0,5000.0,Zurdo,3,57,75,43,62,63,76,73,49,44,70,194,66,141,fifa19
José Antonio Morente Oliva,Tete Morente,es,21,180,67,Centrocampista,1200000.0,3000.0,Diestro,3,60,64,57,58,70,86,80,64,65,65,109,40,308,fifa19
Ryan Porteous,R. Porteous,gb-sct,19,185,67,Defensa,1500000.0,2000.0,Diestro,3,70,76,44,47,40,66,70,46,19,68,196,64,460,fifa19
François Bellugou,F. Bellugou,fr,31,188,67,Defensa,525000.0,3000.0,Diestro,3,67,66,64,70,64,37,37,59,55,71,199,68,462,fifa19
Ke Li,Li Ke,cn,25,171,67,Centrocampista,950000.0,7000.0,Diestro,3,53,75,66,64,62,77,73,63,58,80,204,67,62,fifa19
Elisha Owusu,E. Owusu,fr,20,182,67,Centrocampista,1500000.0,2000.0,Diestro,3,57,68,62,69,63,65,70,63,49,66,201,62,454,fifa19
Tobias Müller,T. Müller,de,23,188,67,Defensa,850000.0,5000.0,Diestro,4,65,72,52,59,34,65,68,42,25,64,200,68,461,fifa19
Adrian Fein,A. Fein,de,19,187,67,Centrocampista,1500000.0,2000.0,Diestro,4,65,65,74,73,66,63,60,56,50,66,183,64,385,fifa19
Roman Procházka,R. Procházka,sk,29,183,67,Centrocampista,600000.0,500,Diestro,3,63,61,64,66,62,56,63,68,63,68,210,69,299,fifa19
Taishi Taguchi,T. Taguchi,jp,27,176,67,Centrocampista,775000.0,3000.0,Diestro,3,40,66,62,68,66,68,75,55,65,88,158,57,521,fifa19
Takuto Hayashi,T. Hayashi,jp,35,188,67,Portero,180000.0,3000.0,Diestro,2,11,54,16,19,8,25,31,18,6,22,37,10,459,fifa19
Sebastián Gómez,S. Gómez,co,22,172,67,Centrocampista,1100000.0,2000.0,Zurdo,3,43,58,66,72,63,60,56,68,69,79,195,60,326,fifa19
Robert Acquafresca,R. Acquafresca,it,30,184,67,Delantero,725000.0,10000.0,Diestro,4,71,77,35,60,64,66,68,68,44,51,65,13,303,fifa19
Salvador Ruíz Rodríguez,Salva Ruíz,es,23,176,67,Defensa,900000.0,3000.0,Zurdo,3,46,71,58,70,60,73,76,41,23,66,200,67,390,fifa19
Luis Carlos Ruiz,L. Ruiz,co,31,187,67,Delantero,675000.0,2000.0,Diestro,3,74,92,53,55,57,52,56,71,61,54,75,24,191,fifa19
Christian Tabó,C. Tabó,uy,24,174,67,Centrocampista,975000.0,3000.0,Diestro,3,41,65,59,61,74,83,81,60,54,64,79,23,289,fifa19
Daniel Clayton Branco Julião,Claytisco Branco,br,34,184,67,Defensa,220000.0,6000.0,Diestro,3,60,52,63,64,52,63,61,63,54,57,212,72,112,fifa19
Julián Fernández,J. Fernández,ar,23,177,67,Centrocampista,975000.0,2000.0,Diestro,3,64,65,59,61,59,75,74,61,56,92,200,70,434,fifa19
Lassi Lappalainen,L. Lappalainen,fi,19,183,67,Delantero,1200000.0,2000.0,Diestro,3,53,60,53,62,70,84,83,50,54,69,99,42,100,fifa19
Matías Melluso,M. Melluso,ar,20,170,67,Defensa,1500000.0,4000.0,Zurdo,3,61,63,62,63,68,76,68,47,45,69,200,59,270,fifa19
Łukasz Załuska,Ł. Załuska,pl,36,190,67,Portero,100000.0,2000.0,Diestro,3,14,77,38,42,29,54,41,19,15,28,68,22,505,fifa19
Eulânio Ângelo Chipela Gomes,Nanu,pt,24,177,67,Defensa,850000.0,3000.0,Diestro,3,52,70,54,61,69,83,83,60,40,76,186,64,346,fifa19
Kai Pröger,K. Pröger,de,26,177,67,Centrocampista,825000.0,5000.0,Diestro,3,46,71,50,56,68,91,90,74,64,69,104,41,292,fifa19
Radoslav Vasilev,R. Vasilev,bg,27,186,67,Delantero,0,0,Diestro,2,70,63,35,55,65,66,68,71,66,65,42,44,,fifa19
Jed Steer,J. Steer,gb-eng,25,182,67,Portero,675000.0,5000.0,Zurdo,2,12,56,22,19,11,53,47,22,11,39,35,22,220,fifa19
Marc Andre Schmerböck,M. Schmerböck,at,24,180,67,Delantero,1000000.0,5000.0,Zurdo,3,56,63,60,63,69,77,77,65,66,66,84,42,494,fifa19
Luis Cabrera,L. Cabrera,cl,24,167,67,Centrocampista,850000.0,2000.0,Diestro,2,52,66,62,71,64,61,57,64,49,72,210,59,529,fifa19
Patryk Dziczek,P. Dziczek,pl,20,179,67,Centrocampista,975000.0,2000.0,Diestro,2,63,80,66,68,62,62,63,47,55,85,182,66,472,fifa19
Jean Ruiz,J. Ruiz,fr,20,188,67,Defensa,1200000.0,2000.0,Diestro,3,59,72,58,62,57,68,69,58,41,67,195,67,454,fifa19
Loïc Badiashile,L. Badiashile,fr,20,186,67,Portero,950000.0,5000.0,Diestro,3,16,62,47,55,18,32,42,55,6,42,46,15,133,fifa19
Martín Bravo,M. Bravo,ar,31,168,67,Delantero,675000.0,6000.0,Zurdo,3,66,77,64,67,69,70,75,71,66,74,90,30,432,fifa19
Cauley Woodrow,C. Woodrow,gb-eng,23,184,67,Delantero,1100000.0,5000.0,Diestro,3,64,63,33,62,60,68,65,69,58,69,80,24,516,fifa19
Andreas Maxsø,A. Maxsø,dk,24,192,67,Defensa,900000.0,5000.0,Diestro,4,73,83,59,61,32,44,56,52,31,75,200,64,415,fifa19
