name,nickname,country_code,age,height,average,global_position,value,wage,best_foot,weak_foot_5stars,heading,jump,long_pass,short_pass,dribbling,acceleration,speed,shot_power,long_shot,stamina,defense,interception,team_id_fk,game
Issa Ndoye,I. Ndoye,sn,26,202,67,Portero,250000.0,4000.0,Diestro,3,13,58,20,30,15,30,40,44,10,45,36,14,201,fifa13
Óscar Pérez,Ó. Pérez,mx,39,171,67,Portero,0,3000.0,Diestro,3,13,90,26,23,11,42,40,30,17,52,30,21,335,fifa13
Yannick Cahuzac,Y. Cahuzac,fr,27,178,67,Centrocampista,375000.0,4000.0,Zurdo,3,65,71,58,67,31,66,69,53,43,89,188,69,46,fifa13
Cyrille Merville,C. Merville,fr,30,179,67,Portero,210000.0,1000.0,Diestro,2,9,58,28,29,13,46,50,34,15,44,29,16,420,fifa13
Darko Bodul,D. Bodul,at,23,186,67,Delantero,925000.0,7000.0,Diestro,4,50,71,58,59,74,72,66,77,76,69,71,23,280,fifa13
Camilo da Silva Sanvezzo,Camilo,br,23,170,67,Delantero,600000.0,2000.0,Diestro,4,63,67,54,60,75,79,74,79,66,55,100,29,301,fifa13
Yoshimar Yotún,Y. Yotún,pe,22,169,67,Defensa,875000.0,7000.0,Zurdo,2,58,67,70,73,65,76,73,57,47,76,200,65,110,fifa13
Julien Cardy,J. Cardy,fr,30,176,66,Centrocampista,275000.0,3000.0,Diestro,3,73,55,70,74,63,72,66,65,43,83,170,59,359,fifa13
Jonas Svensson,J. Svensson,no,19,170,66,Centrocampista,1200000.0,5000.0,Diestro,3,59,71,64,70,66,80,67,73,69,82,181,56,223,fifa13
Kamohelo Mokotjo,K. Mokotjo,za,21,174,66,Centrocampista,775000.0,5000.0,Diestro,3,42,73,67,71,68,67,67,56,53,76,179,55,108,fifa13
Enrico Guarna,E. Guarna,it,26,186,66,Portero,400000.0,1000.0,Diestro,2,9,74,29,37,9,44,40,37,16,34,42,20,285,fifa13
Guyon Fernandez,G. Fernandez,nl,26,184,66,Delantero,575000.0,4000.0,Diestro,3,52,69,37,57,68,79,84,72,54,71,92,24,108,fifa13
Diogo Carlos Correia Amado,Diogo Amado,pt,22,177,66,Centrocampista,1200000.0,2000.0,Diestro,3,49,74,72,74,56,76,70,62,54,70,187,66,164,fifa13
Nuno Miguel Torres Piloto,Nuno Piloto,pt,30,178,66,Centrocampista,400000.0,3000.0,Diestro,3,58,81,68,71,65,68,69,65,62,72,173,60,259,fifa13
Ólafur Skúlason,Ó. Skúlason,is,29,183,66,Centrocampista,300000.0,3000.0,Zurdo,4,60,79,62,66,51,65,64,69,54,84,179,68,182,fifa13
Juan Miguel Jimenez López,Juanmi,es,19,170,66,Delantero,1200000.0,4000.0,Diestro,3,58,75,47,59,71,76,78,65,53,68,75,22,357,fifa13
Sebastian Schachten,S. Schachten,de,27,190,66,Defensa,400000.0,3000.0,Diestro,4,63,51,59,60,59,70,71,52,42,76,201,63,279,fifa13
Flavio Lazzari,F. Lazzari,it,25,182,66,Delantero,500000.0,3000.0,Zurdo,3,56,70,60,66,67,75,71,70,65,71,122,40,309,fifa13
Srdjan Baljak,S. Baljak,rs,33,179,66,Delantero,325000.0,2000.0,Zurdo,3,60,81,54,67,66,68,70,72,60,68,48,21,320,fifa13
Etzaz Hussain,E. Hussain,no,19,176,66,Centrocampista,1200000.0,4000.0,Zurdo,3,52,57,63,68,74,77,72,68,62,77,144,55,148,fifa13
Magno D. Santos da Cruz,Magno,br,24,176,66,Centrocampista,900000.0,4000.0,Diestro,3,57,54,60,67,74,70,63,62,63,62,95,47,216,fifa13
Nikolay Bodurov,N. Bodurov,bg,26,180,66,Defensa,0,0,Zurdo,3,66,61,71,63,55,65,71,44,31,71,197,65,,fifa13
Martin Cranie,M. Cranie,gb-eng,25,183,66,Defensa,725000.0,4000.0,Diestro,3,67,78,51,69,46,69,67,64,32,76,198,68,423,fifa13
David Ousted,D. Ousted,dk,27,192,66,Portero,250000.0,1000.0,Diestro,3,13,66,21,25,14,58,62,34,14,43,41,8,301,fifa13
Nikolai Topor-Stanley,N. Topor-Stanley,au,27,189,66,Defensa,450000.0,3000.0,Zurdo,1,72,81,60,65,55,42,54,63,44,88,188,58,269,fifa13
Prince Buaben,P. Buaben,gh,24,183,66,Centrocampista,825000.0,4000.0,Diestro,2,44,56,67,74,69,73,69,70,69,77,174,59,266,fifa13
David Yurchenko,D. Yurchenko,ru,26,187,66,Portero,575000.0,2000.0,Diestro,2,11,66,30,35,11,46,53,31,13,42,42,27,405,fifa13
José Baxter,J. Baxter,gb-eng,20,179,66,Delantero,1300000.0,4000.0,Diestro,3,52,62,52,61,70,76,76,71,69,61,98,43,435,fifa13
Marco Crimi,M. Crimi,it,22,178,66,Centrocampista,1200000.0,2000.0,Diestro,3,44,80,70,70,60,75,73,62,60,74,180,62,431,fifa13
Alex Caskey,A. Caskey,us,24,178,66,Centrocampista,500000.0,3000.0,Zurdo,4,57,55,58,70,67,74,78,72,64,84,156,53,68,fifa13
Pa-Modou Kah,P. Kah,no,31,185,66,Defensa,250000.0,1000.0,Diestro,3,76,82,51,57,52,73,67,43,39,72,174,56,139,fifa13
Kenneth Udjus,K. Udjus,no,28,193,66,Portero,210000.0,3000.0,Zurdo,3,10,69,19,22,11,46,22,40,6,36,32,23,308,fifa13
Antonio Caracciolo,A. Caracciolo,it,22,175,66,Defensa,1000000.0,4000.0,Diestro,2,60,82,56,62,53,72,54,34,39,76,205,60,303,fifa13
Marjan Petkovic,M. Petkovic,de,33,186,66,Portero,150000.0,2000.0,Diestro,2,10,78,28,36,18,44,45,28,10,28,32,18,203,fifa13
Raphaël Nuzzolo,R. Nuzzolo,ch,28,175,66,Centrocampista,450000.0,3000.0,Zurdo,4,44,69,62,63,66,79,71,69,66,71,154,51,219,fifa13
Uwe Hünemeier,U. Hünemeier,de,26,189,66,Defensa,725000.0,4000.0,Diestro,4,73,81,62,61,49,61,71,64,39,63,194,59,257,fifa13
Kenneth Omeruo,K. Omeruo,ng,18,185,66,Defensa,1100000.0,2000.0,Diestro,3,71,77,46,59,54,69,72,53,30,73,201,64,293,fifa13
Frank Demouge,F. Demouge,nl,30,190,66,Delantero,475000.0,3000.0,Diestro,3,84,36,33,60,42,32,46,70,61,57,96,26,238,fifa13
Francisco José Molinero Calderón,Molinero,es,26,175,66,Defensa,450000.0,3000.0,Diestro,3,59,74,57,64,55,75,77,67,58,86,175,60,383,fifa13
Marcos Painter,M. Painter,ie,25,183,66,Defensa,400000.0,3000.0,Zurdo,3,60,71,61,64,57,60,61,48,21,84,207,56,212,fifa13
Matthew Briggs,M. Briggs,gb-eng,21,188,66,Defensa,1200000.0,3000.0,Zurdo,3,57,66,52,63,66,70,75,61,39,69,215,66,266,fifa13
Ricardo A. Martins S. Pereira,Ricardo,pt,36,185,66,Portero,1000.0,2000.0,Diestro,3,10,56,27,30,22,48,46,45,10,34,35,17,259,fifa13
Barak Badash,B. Badash,il,29,186,66,Delantero,500000.0,3000.0,Diestro,3,67,58,42,66,57,58,65,72,62,70,91,33,355,fifa13
Brad Knighton,B. Knighton,us,27,187,66,Portero,210000.0,1000.0,Diestro,2,10,59,21,25,11,59,49,40,11,29,31,21,301,fifa13
Odise Roshi,O. Roshi,al,21,187,66,Centrocampista,1100000.0,4000.0,Diestro,3,65,64,56,63,71,90,90,60,57,54,100,55,331,fifa13
Danny Verbeek,D. Verbeek,nl,21,182,66,Delantero,950000.0,4000.0,Zurdo,3,43,60,49,59,68,84,83,65,64,72,65,19,304,fifa13
Jason Hernandez,J. Hernandez,us,28,178,66,Defensa,375000.0,3000.0,Diestro,3,63,67,50,60,53,64,62,51,34,52,199,63,271,fifa13
Romain Rocchi,R. Rocchi,fr,30,183,66,Centrocampista,400000.0,3000.0,Diestro,3,60,66,61,70,68,64,59,78,69,82,144,58,359,fifa13
Robert Cullen,R. Cullen,jp,27,180,66,Delantero,525000.0,3000.0,Diestro,3,55,71,58,66,71,77,75,68,61,73,94,30,376,fifa13
Tomasz Kupisz,T. Kupisz,pl,22,180,66,Centrocampista,950000.0,4000.0,Diestro,3,45,63,62,65,69,82,86,70,64,84,144,34,436,fifa13
Jesper Christiansen,J. Christiansen,dk,34,190,66,Portero,100000.0,3000.0,Zurdo,1,15,63,32,24,13,37,39,29,14,32,35,22,280,fifa13
Willian Souza Arão da Silva,Willian Arão,br,20,181,66,Centrocampista,1300000.0,3000.0,Diestro,2,60,64,62,64,58,40,48,59,57,78,207,66,140,fifa13
Oliver Barth,O. Barth,de,32,188,66,Defensa,210000.0,1000.0,Diestro,3,73,48,63,54,39,21,23,58,29,46,201,66,424,fifa13
Damien Grégorini,D. Grégorini,fr,33,194,66,Portero,150000.0,2000.0,Diestro,2,10,54,31,21,11,42,41,29,15,31,30,27,173,fifa13
Anthony Forde,A. Forde,ie,18,175,66,Centrocampista,875000.0,3000.0,Diestro,3,41,58,56,73,73,75,71,54,48,58,100,25,437,fifa13
Rafael Ramos Lozano,Rafita,es,29,177,66,Defensa,325000.0,3000.0,Diestro,3,47,77,57,54,67,80,85,72,52,89,188,65,196,fifa13
Alan Mannus,A. Mannus,gb-nir,30,188,66,Portero,250000.0,3000.0,Diestro,2,10,56,29,10,12,32,50,35,11,30,43,16,344,fifa13
Luka Djordjević,L. Djordjević,me,17,184,66,Delantero,1800000.0,3000.0,Diestro,4,66,66,44,57,58,77,77,65,70,54,52,17,28,fifa13
Jarosław Bieniuk,J. Bieniuk,pl,33,192,66,Defensa,160000.0,2000.0,Diestro,2,72,47,59,55,37,34,48,46,42,60,197,72,438,fifa13
Steven Jennings,S. Jennings,gb-eng,27,170,66,Centrocampista,325000.0,3000.0,Zurdo,3,59,85,65,71,64,71,75,74,66,82,195,54,415,fifa13
Héctor Verdés Ortega,Héctor Verdés,es,28,184,66,Defensa,375000.0,3000.0,Diestro,3,60,71,45,57,34,55,52,61,22,61,188,67,146,fifa13
Florian Hartherz,F. Hartherz,de,19,187,66,Defensa,1000000.0,5000.0,Zurdo,3,62,64,61,65,64,76,75,69,57,75,194,61,79,fifa13
Myong Jin Koh,Koh Myong Jin,kr,24,185,66,Centrocampista,725000.0,5000.0,Zurdo,4,48,63,65,71,66,80,78,67,64,80,93,35,103,fifa13
Nicolai Larsen,N. Larsen,dk,21,190,66,Portero,825000.0,5000.0,Diestro,3,12,58,26,31,13,39,49,36,12,51,33,19,333,fifa13
Rok Elsner,R. Elsner,si,26,186,66,Centrocampista,525000.0,3000.0,Diestro,4,76,82,70,57,49,71,62,71,74,60,181,76,334,fifa13
Richárd Guzmics,R. Guzmics,hu,25,190,66,Defensa,0,0,Diestro,2,61,78,48,55,36,65,63,15,26,68,196,61,,fifa13
Pablo Alvarez Núñez,Pablo Álvarez,es,32,174,66,Centrocampista,300000.0,0,Diestro,3,54,71,66,60,71,66,68,62,53,48,138,50,397,fifa13
Filippo Porcari,F. Porcari,it,28,176,66,Centrocampista,650000.0,1000.0,Diestro,3,60,72,70,70,60,68,66,77,74,76,177,62,285,fifa13
Nicolas Bayod,N. Bayod,fr,30,178,66,Centrocampista,400000.0,1000.0,Diestro,3,52,61,69,74,58,70,73,66,63,80,154,67,374,fifa13
Alain Nef,A. Nef,ch,30,191,66,Defensa,300000.0,3000.0,Diestro,2,83,76,49,48,20,40,47,54,32,53,189,65,219,fifa13
Steven Lenhart,S. Lenhart,us,25,185,66,Delantero,575000.0,3000.0,Diestro,3,69,92,35,59,57,58,66,74,59,69,107,29,271,fifa13
Yonathan Del Valle,Y. Del Valle,ve,22,173,66,Delantero,1200000.0,4000.0,Diestro,3,60,62,46,59,72,81,83,73,70,54,70,38,198,fifa13
Francesco Pratali,F. Pratali,it,33,180,66,Defensa,160000.0,2000.0,Zurdo,3,62,87,62,58,36,54,54,60,58,34,196,65,316,fifa13
Hogan Ephraim,H. Ephraim,gb-eng,24,175,66,Centrocampista,1000000.0,5000.0,Diestro,3,31,50,66,69,74,78,74,58,52,67,107,55,348,fifa13
Dean Moxey,D. Moxey,gb-eng,26,188,66,Defensa,450000.0,3000.0,Zurdo,3,60,60,56,60,66,75,74,68,65,74,198,66,175,fifa13
Michael Liendl,M. Liendl,at,26,176,66,Centrocampista,550000.0,3000.0,Zurdo,4,44,70,66,68,67,72,69,78,75,71,151,59,419,fifa13
Sérgio Manuel Costa Carneiro,Serginho,pt,21,176,66,Delantero,1400000.0,4000.0,Diestro,3,51,77,65,68,69,77,73,62,56,64,77,35,317,fifa13
Luis Hernández Rodríguez,Luís Hernández,es,22,182,66,Defensa,875000.0,4000.0,Diestro,4,63,73,74,58,51,74,76,73,44,75,183,66,245,fifa13
Ricardo Bocanegra,R. Bocanegra,mx,21,180,66,Centrocampista,950000.0,4000.0,Diestro,3,53,57,68,68,70,72,79,62,55,66,162,60,169,fifa13
Gábor Babos,G. Babos,hu,37,196,66,Portero,0,2000.0,Diestro,2,12,52,31,34,10,29,36,21,11,39,40,15,315,fifa13
Luke Varney,L. Varney,gb-eng,29,180,66,Delantero,500000.0,3000.0,Diestro,3,70,84,61,66,67,73,74,65,66,76,109,32,250,fifa13
Iñaki Astiz Ventura,Astiz,es,28,185,66,Defensa,375000.0,4000.0,Diestro,4,70,70,64,54,31,66,74,36,22,78,187,75,286,fifa13
Mikkel Andersen,M. Andersen,dk,23,196,66,Portero,450000.0,4000.0,Diestro,3,12,56,30,24,16,36,42,45,13,55,49,21,180,fifa13
Ashley Barnes,A. Barnes,at,22,183,66,Delantero,1000000.0,4000.0,Diestro,3,66,74,45,58,67,68,68,69,58,71,108,34,212,fifa13
Sören Brandy,S. Brandy,de,27,183,66,Centrocampista,650000.0,4000.0,Diestro,3,61,82,50,65,67,75,80,68,60,76,81,21,320,fifa13
Branko Bošković,B. Bošković,me,32,185,66,Centrocampista,300000.0,4000.0,Zurdo,3,64,65,68,71,71,66,51,74,66,66,137,50,252,fifa13
Matthew James,M. James,gb-eng,20,178,66,Centrocampista,1100000.0,4000.0,Diestro,4,60,67,68,73,65,69,70,71,64,80,176,52,170,fifa13
Matt Ritchie,M. Ritchie,gb-eng,22,173,66,Centrocampista,950000.0,4000.0,Zurdo,3,37,72,48,61,70,67,78,68,52,81,163,46,410,fifa13
Armando Zamorano,A. Zamorano,mx,18,166,66,Centrocampista,1000000.0,3000.0,Diestro,5,61,70,64,66,67,77,79,68,71,72,187,65,240,fifa13
Maciej Mielcarz,M. Mielcarz,pl,31,198,66,Portero,210000.0,3000.0,Diestro,3,13,54,27,22,13,54,57,25,17,55,39,19,439,fifa13
Marko Stanković,M. Stanković,at,26,177,66,Centrocampista,650000.0,5000.0,Diestro,3,59,66,63,64,73,74,74,69,62,62,80,32,260,fifa13
Alexandru Gatcan,A. Gatcan,md,28,186,66,Centrocampista,550000.0,3000.0,Diestro,3,61,70,68,72,56,66,68,49,38,72,208,67,174,fifa13
Roberto César Zardim Rodrigues,Roberto,br,26,178,66,Delantero,725000.0,5000.0,Diestro,4,68,72,43,57,62,83,82,71,61,70,90,29,232,fifa13
Frank Löning,F. Löning,de,30,187,66,Delantero,475000.0,1000.0,Diestro,4,70,72,44,54,58,64,65,66,65,80,61,38,440,fifa13
Ali M'Madi,A. M'Madi,km,22,178,66,Delantero,1400000.0,4000.0,Diestro,3,58,58,52,61,73,78,85,65,64,62,92,23,159,fifa13
Vuza Nyoni,V. Nyoni,zw,28,178,66,Centrocampista,450000.0,3000.0,Zurdo,3,47,76,63,65,67,76,73,65,66,68,194,67,394,fifa13
Elton Divino Célio,Eltinho,br,24,171,66,Defensa,550000.0,4000.0,Zurdo,2,51,80,66,67,63,78,74,57,63,70,189,64,278,fifa13
Jean-Daniel Akpa-Akpro,J. Akpa-Akpro,ci,19,180,66,Centrocampista,900000.0,4000.0,Diestro,3,59,65,64,72,68,74,76,58,49,71,196,65,86,fifa13
Hussein Abdul Ghani,H. Abdul Ghani,sa,35,173,66,Defensa,60000.0,2000.0,Zurdo,3,60,74,64,68,49,64,58,60,41,62,198,72,211,fifa13
Nick van der Velden,N. van der Velden,nl,30,187,66,Centrocampista,400000.0,3000.0,Diestro,3,71,48,66,68,65,52,64,78,64,83,185,56,315,fifa13
Roman Vorobiev,R. Vorobiev,ru,28,175,66,Centrocampista,325000.0,3000.0,Diestro,3,51,66,66,72,57,64,68,61,60,72,200,69,281,fifa13
Ahmed Al Fraidi,A. Al Fraidi,sa,24,172,66,Centrocampista,725000.0,5000.0,Diestro,3,53,63,66,67,70,64,62,64,60,57,150,50,312,fifa13
Florentin Pogba,F. Pogba,gn,21,188,66,Defensa,1000000.0,2000.0,Zurdo,3,65,92,57,66,25,71,61,76,69,80,198,43,441,fifa13
Edy Brambila,E. Brambila,mx,26,172,66,Centrocampista,625000.0,5000.0,Diestro,3,62,70,59,60,69,71,72,64,65,70,119,49,224,fifa13
Bart Schenkeveld,B. Schenkeveld,nl,20,184,66,Defensa,875000.0,4000.0,Diestro,2,66,57,55,59,54,66,63,47,34,65,198,64,263,fifa13
Rémy Ebanega,R. Ebanega,ga,22,170,66,Defensa,1000000.0,4000.0,Diestro,2,54,86,51,47,30,64,64,36,21,82,200,67,248,fifa13
Alexandr Prudnikov,A. Prudnikov,ru,23,185,66,Delantero,1100000.0,4000.0,Diestro,2,67,74,56,60,62,64,63,72,66,65,66,26,221,fifa13
James McPake,J. McPake,gb-nir,28,189,66,Defensa,375000.0,3000.0,Diestro,3,74,82,57,68,58,66,60,42,35,53,185,52,356,fifa13
Tony Watt,T. Watt,gb-sct,18,178,66,Delantero,1400000.0,4000.0,Diestro,3,72,64,36,49,65,80,80,66,55,66,55,18,134,fifa13
Dieyson Anjos da Silva,Dieyson,br,19,176,66,Defensa,825000.0,5000.0,Zurdo,3,58,70,65,68,70,76,74,65,56,62,199,62,110,fifa13
Heath Pearce,H. Pearce,us,27,178,66,Defensa,400000.0,4000.0,Zurdo,4,62,67,56,60,65,74,73,62,41,79,198,63,115,fifa13
Hans Mulder,H. Mulder,nl,25,180,66,Centrocampista,375000.0,3000.0,Diestro,3,59,71,64,66,54,65,65,66,59,74,184,67,407,fifa13
Bruno Andrade Toledo Nascimento,Bruno Nascimento,br,21,188,66,Defensa,1000000.0,4000.0,Diestro,2,72,81,37,40,35,65,74,41,20,62,199,67,190,fifa13
Diallo Guidileye,D. Guidileye,fr,22,181,66,Centrocampista,1100000.0,4000.0,Diestro,3,42,74,63,68,47,65,65,59,52,74,193,63,406,fifa13
Francisco Rithely da Silva,Rithely,br,21,174,66,Centrocampista,675000.0,4000.0,Diestro,2,58,74,62,68,62,75,72,66,55,58,211,69,172,fifa13
Lorenzo Crisetig,L. Crisetig,it,19,183,66,Centrocampista,1300000.0,2000.0,Zurdo,3,58,70,70,70,66,65,66,65,66,77,164,60,340,fifa13
Darren Mattocks,D. Mattocks,jm,21,183,66,Delantero,1200000.0,3000.0,Diestro,2,61,94,41,53,66,91,90,76,59,69,45,12,301,fifa13
Badra Ali Sangaré,B. Sangaré,ci,26,181,66,Portero,0,0,Diestro,3,23,61,24,29,18,65,60,28,18,53,52,28,,fifa13
Manuel Pascali,M. Pascali,it,30,185,66,Centrocampista,275000.0,3000.0,Diestro,2,72,63,61,66,62,55,55,56,58,83,178,61,403,fifa13
Frank van der Struijk,F. van der Struijk,nl,27,183,66,Defensa,400000.0,3000.0,Diestro,3,63,60,60,58,55,60,52,46,34,83,204,69,60,fifa13
Stephen McGinn,S. McGinn,gb-sct,23,183,66,Centrocampista,925000.0,3000.0,Diestro,2,31,75,62,67,68,71,72,66,65,72,136,44,442,fifa13
Sergiu Suciu,S. Suciu,ro,22,184,66,Centrocampista,1100000.0,2000.0,Diestro,3,46,54,66,70,66,66,68,63,60,78,168,58,393,fifa13
Simone Pesce,S. Pesce,it,29,172,66,Centrocampista,425000.0,3000.0,Zurdo,4,53,60,64,68,63,69,64,69,68,72,169,62,309,fifa13
Daniel Bierofka,D. Bierofka,de,33,178,66,Centrocampista,120000.0,2000.0,Diestro,4,44,70,61,64,71,69,70,65,67,69,174,71,261,fifa13
Emilio José Sánchez Fuentes,Emilio Sanchez,es,27,176,66,Centrocampista,1000000.0,4000.0,Diestro,3,42,60,74,76,66,66,65,73,70,58,124,43,383,fifa13
Bernd Thijs,B. Thijs,be,34,187,66,Centrocampista,70000.0,3000.0,Diestro,4,72,58,67,69,48,28,32,69,67,53,185,74,206,fifa13
Aníbal Zurdo Rodríguez,Aníbal,mx,29,188,66,Delantero,500000.0,3000.0,Diestro,4,76,59,39,42,56,49,67,74,57,76,79,41,255,fifa13
Anderson Souza Conceição,Anderson Talisca,br,18,188,66,Centrocampista,1200000.0,3000.0,Zurdo,3,56,34,69,75,64,67,69,70,50,54,156,46,216,fifa13
Johnnie Jackson,J. Jackson,gb-eng,29,185,66,Centrocampista,425000.0,3000.0,Zurdo,3,58,37,74,67,55,60,55,74,73,78,184,44,347,fifa13
Michael Clepkens,M. Clepkens,be,26,186,66,Portero,300000.0,3000.0,Diestro,3,13,74,37,39,15,62,61,40,19,51,43,15,355,fifa13
Gordan Bunoza,G. Bunoza,ba,24,195,66,Defensa,450000.0,5000.0,Zurdo,3,65,41,42,58,62,57,79,74,49,74,202,61,443,fifa13
Jorge López Montaña,Jorge López,es,33,182,66,Centrocampista,250000.0,3000.0,Diestro,4,50,32,72,73,70,49,47,68,72,45,136,43,206,fifa13
Aarón Ñíguez Esclapez,Aarón,es,23,170,66,Centrocampista,1100000.0,4000.0,Zurdo,3,52,65,53,57,74,82,80,64,59,72,98,43,146,fifa13
Pascal Groß,P. Groß,de,21,181,66,Centrocampista,950000.0,4000.0,Diestro,3,50,66,71,71,61,69,68,67,57,75,156,61,275,fifa13
Marco Meilinger,M. Meilinger,at,20,181,66,Centrocampista,1100000.0,4000.0,Zurdo,3,28,53,60,66,75,79,79,68,63,63,60,33,369,fifa13
Domenico Maietta,D. Maietta,it,29,185,66,Defensa,325000.0,3000.0,Diestro,2,68,58,45,57,31,54,63,45,46,54,202,68,265,fifa13
Tokelo Rantie,T. Rantie,za,21,172,66,Delantero,1400000.0,6000.0,Diestro,2,54,71,52,62,73,92,92,63,56,74,61,21,307,fifa13
Alex Brosque,A. Brosque,au,28,183,66,Delantero,0,0,Zurdo,2,51,47,35,58,74,73,81,61,71,67,67,22,,fifa13
Paweł Wszołek,P. Wszołek,pl,20,186,66,Centrocampista,1100000.0,4000.0,Diestro,2,55,61,62,63,65,79,81,62,58,71,107,45,433,fifa13
Mohamed Ibrahim,M. Ibrahim,eg,20,178,66,Centrocampista,0,0,Diestro,3,33,55,62,75,70,77,74,75,71,70,113,28,,fifa13
Jeferson Miguel da Silva,Jeferson,br,26,189,66,Defensa,725000.0,4000.0,Diestro,2,63,59,50,51,40,58,60,47,41,68,204,67,198,fifa13
Nicklas Helenius,N. Helenius,dk,21,196,66,Delantero,1300000.0,5000.0,Diestro,3,74,43,70,72,71,78,79,70,68,73,56,22,333,fifa13
Marco Bueno,M. Bueno,mx,18,182,66,Delantero,1200000.0,3000.0,Diestro,3,68,77,51,62,68,85,84,64,55,67,91,17,171,fifa13
Lucky Baloyi,L. Baloyi,za,21,178,66,Centrocampista,1300000.0,5000.0,Diestro,4,55,65,70,70,68,74,74,60,38,70,192,59,123,fifa13
Justin Hoyte,J. Hoyte,tt,27,180,66,Defensa,400000.0,3000.0,Diestro,3,59,72,46,64,52,85,84,52,27,78,197,59,234,fifa13
Gábor Horváth,G. Horváth,hu,26,188,66,Defensa,400000.0,3000.0,Zurdo,4,71,52,51,55,37,51,48,61,22,66,195,62,293,fifa13
Fabrice Pancrate,F. Pancrate,fr,32,185,66,Delantero,375000.0,3000.0,Diestro,2,64,72,39,59,67,77,75,68,59,58,44,33,230,fifa13
Björn Schlicke,B. Schlicke,de,31,194,66,Defensa,250000.0,3000.0,Diestro,3,66,57,48,58,42,31,33,66,47,63,189,66,331,fifa13
Gilles Sunu,G. Sunu,fr,21,181,66,Centrocampista,1200000.0,4000.0,Zurdo,3,63,53,38,67,74,74,80,66,59,68,57,24,81,fifa13
Lennart Thy,L. Thy,de,20,184,66,Centrocampista,1100000.0,4000.0,Diestro,3,59,73,45,65,71,77,77,72,62,72,45,30,279,fifa13
Kalidou Yero,K. Yero,sn,20,197,66,Delantero,1300000.0,4000.0,Diestro,3,73,33,50,53,64,54,49,71,59,72,54,19,200,fifa13
Roberto Juárez,R. Juárez,mx,27,187,66,Defensa,550000.0,4000.0,Diestro,3,67,54,50,61,57,55,65,50,36,80,192,64,242,fifa13
Josh Saunders,J. Saunders,pr,31,193,66,Portero,210000.0,3000.0,Diestro,3,14,62,33,32,19,53,51,32,13,39,34,23,166,fifa13
Karl Darlow,K. Darlow,gb-eng,21,185,66,Portero,925000.0,4000.0,Diestro,2,11,67,27,31,11,59,51,12,10,55,35,24,237,fifa13
Josh Vela,J. Vela,gb-eng,18,185,66,Centrocampista,1300000.0,2000.0,Diestro,3,41,62,69,73,71,65,75,45,46,64,166,40,179,fifa13
Kennedy Igboananike,K. Igboananike,ng,23,175,66,Delantero,750000.0,6000.0,Diestro,4,65,92,35,49,66,91,90,69,57,76,71,25,251,fifa13
Jonathan Stead,J. Stead,gb-eng,29,191,66,Delantero,500000.0,3000.0,Diestro,2,72,54,58,60,62,66,65,67,63,68,74,26,302,fifa13
Roberto Guizasola,R. Guizasola,pe,27,177,66,Defensa,0,0,Diestro,3,66,61,66,63,64,67,68,68,58,73,197,62,,fifa13
Răzvan Cociş,R. Cociş,ro,29,181,66,Centrocampista,425000.0,3000.0,Diestro,4,52,53,69,69,63,76,70,70,68,70,191,72,174,fifa13
Martin Retov,M. Retov,dk,32,178,66,Centrocampista,170000.0,3000.0,Diestro,3,54,47,62,65,61,54,55,73,68,78,165,67,426,fifa13
Jan Gunnar Solli,J. Solli,no,31,183,66,Centrocampista,350000.0,4000.0,Diestro,3,64,67,63,69,61,74,70,71,56,81,190,65,270,fifa13
Henrik Hansen,H. Hansen,dk,32,179,66,Centrocampista,375000.0,3000.0,Diestro,4,41,52,69,62,66,69,68,65,63,68,64,59,444,fifa13
Jeffrey Schlupp,J. Schlupp,gh,19,178,66,Delantero,1200000.0,4000.0,Zurdo,2,62,60,30,38,68,82,88,67,55,66,140,34,170,fifa13
Jakob Ankersen,J. Ankersen,dk,21,182,66,Centrocampista,775000.0,4000.0,Diestro,3,58,74,52,65,69,86,84,57,47,80,120,49,370,fifa13
Tommaso Bellazzini,T. Bellazzini,it,24,178,66,Centrocampista,650000.0,4000.0,Zurdo,3,50,75,52,66,73,77,75,58,62,72,145,38,323,fifa13
Łukasz Broź,Ł. Broź,pl,26,179,66,Defensa,400000.0,3000.0,Zurdo,3,61,73,41,61,52,73,72,68,58,77,191,72,439,fifa13
Matthias Zimmermann,M. Zimmermann,de,20,178,66,Defensa,1100000.0,4000.0,Diestro,4,44,67,60,67,64,78,76,57,32,74,200,66,201,fifa13
Gilberto dos Santos Júnior,Gilberto,br,23,189,66,Centrocampista,850000.0,2000.0,Diestro,3,47,71,61,65,61,56,65,73,60,91,195,64,225,fifa13
Ladji Keita,L. Keita,sn,29,188,66,Delantero,500000.0,3000.0,Diestro,3,66,53,53,57,64,68,64,67,60,69,100,26,214,fifa13
Edwin Hernández,E. Hernández,mx,25,167,66,Defensa,550000.0,2000.0,Zurdo,3,52,65,64,66,66,79,81,69,56,79,189,67,324,fifa13
Anthony Lopes,A. Lopes,pt,21,184,66,Portero,1000000.0,5000.0,Zurdo,2,12,80,31,32,15,58,59,35,18,23,41,21,52,fifa13
César de la Peña,C. de la Peña,mx,21,169,66,Centrocampista,950000.0,4000.0,Diestro,4,47,68,60,66,67,66,70,68,62,66,184,62,142,fifa13
Stef Nijland,S. Nijland,nl,23,187,66,Delantero,675000.0,5000.0,Diestro,4,58,57,51,62,69,73,73,66,60,67,79,32,380,fifa13
